First responder type,First responder,Exploitation type,Age at exploitation,Gender,Nationality,People
NGO and third sector,Barnardo's,Total,Total,Total,Afghan,0
NGO and third sector,Barnardo's,Total,Total,Total,Albanian,1
NGO and third sector,Barnardo's,Total,Total,Total,Algerian,1
NGO and third sector,Barnardo's,Total,Total,Total,Bangladeshi,0
NGO and third sector,Barnardo's,Total,Total,Total,Bolivian,0
NGO and third sector,Barnardo's,Total,Total,Total,Brazilian,0
NGO and third sector,Barnardo's,Total,Total,Total,Chinese,0
NGO and third sector,Barnardo's,Total,Total,Total,Colombian,0
NGO and third sector,Barnardo's,Total,Total,Total,Congolese (Congo),0
NGO and third sector,Barnardo's,Total,Total,Total,Czech,0
NGO and third sector,Barnardo's,Total,Total,Total,Dominican,0
NGO and third sector,Barnardo's,Total,Total,Total,Egyptian,0
NGO and third sector,Barnardo's,Total,Total,Total,Eritrean,1
NGO and third sector,Barnardo's,Total,Total,Total,Eritrean Ethiopian,0
NGO and third sector,Barnardo's,Total,Total,Total,Ethiopian,2
NGO and third sector,Barnardo's,Total,Total,Total,Filipino,0
NGO and third sector,Barnardo's,Total,Total,Total,Ghanaian,0
NGO and third sector,Barnardo's,Total,Total,Total,Grenadian,0
NGO and third sector,Barnardo's,Total,Total,Total,Haitian,0
NGO and third sector,Barnardo's,Total,Total,Total,Hungarian,0
NGO and third sector,Barnardo's,Total,Total,Total,Indian,0
NGO and third sector,Barnardo's,Total,Total,Total,Indonesian,0
NGO and third sector,Barnardo's,Total,Total,Total,Iranian,0
NGO and third sector,Barnardo's,Total,Total,Total,Iraqi,0
NGO and third sector,Barnardo's,Total,Total,Total,Jamaican,0
NGO and third sector,Barnardo's,Total,Total,Total,Jordanian,0
NGO and third sector,Barnardo's,Total,Total,Total,Libyan,0
NGO and third sector,Barnardo's,Total,Total,Total,Macedonian,0
NGO and third sector,Barnardo's,Total,Total,Total,Mauritanian,0
NGO and third sector,Barnardo's,Total,Total,Total,Moroccan,1
NGO and third sector,Barnardo's,Total,Total,Total,Namibian,0
NGO and third sector,Barnardo's,Total,Total,Total,Nigerian,0
NGO and third sector,Barnardo's,Total,Total,Total,Nigerian UK,0
NGO and third sector,Barnardo's,Total,Total,Total,Pakistani,0
NGO and third sector,Barnardo's,Total,Total,Total,Polish,0
NGO and third sector,Barnardo's,Total,Total,Total,Romanian,1
NGO and third sector,Barnardo's,Total,Total,Total,Saudi Arabian,0
NGO and third sector,Barnardo's,Total,Total,Total,Sierra Leonean,0
NGO and third sector,Barnardo's,Total,Total,Total,Somali,0
NGO and third sector,Barnardo's,Total,Total,Total,South Sudanese,0
NGO and third sector,Barnardo's,Total,Total,Total,Sri Lankan,0
NGO and third sector,Barnardo's,Total,Total,Total,Sudanese,0
NGO and third sector,Barnardo's,Total,Total,Total,Syrian,0
NGO and third sector,Barnardo's,Total,Total,Total,Tanzanian,0
NGO and third sector,Barnardo's,Total,Total,Total,Trinidadian,0
NGO and third sector,Barnardo's,Total,Total,Total,UK,5
NGO and third sector,Barnardo's,Total,Total,Total,Vietnamese,0
NGO and third sector,Barnardo's,Total,Total,Total,Yemeni,0
NGO and third sector,Barnardo's,Total,Total,Total,Zimbabwean,0
NGO and third sector,Barnardo's,Total,Total,Total,Total,12
NGO and third sector,Barnardo's,Criminal,Total,Total,Afghan,0
