First responder type,First responder,Exploitation type,Age at exploitation,Gender,Nationality,People
NGO and third sector,Barnardo's,Total,Total,Total,Afghan,1
NGO and third sector,Barnardo's,Total,Total,Total,Albanian,1
NGO and third sector,Barnardo's,Total,Total,Total,Algerian,0
NGO and third sector,Barnardo's,Total,Total,Total,Angolan,0
NGO and third sector,Barnardo's,Total,Total,Total,Argentine,0
NGO and third sector,Barnardo's,Total,Total,Total,Bangladeshi,0
NGO and third sector,Barnardo's,Total,Total,Total,Beninese,0
NGO and third sector,Barnardo's,Total,Total,Total,Bolivian,0
NGO and third sector,Barnardo's,Total,Total,Total,Brazilian,0
NGO and third sector,Barnardo's,Total,Total,Total,Bulgarian,0
NGO and third sector,Barnardo's,Total,Total,Total,Central African UK,0
NGO and third sector,Barnardo's,Total,Total,Total,Chadian,0
NGO and third sector,Barnardo's,Total,Total,Total,Chinese,0
NGO and third sector,Barnardo's,Total,Total,Total,Citizen of Guinea Bissau Portuguese,0
NGO and third sector,Barnardo's,Total,Total,Total,Congolese Drc ,0
NGO and third sector,Barnardo's,Total,Total,Total,Czech,0
NGO and third sector,Barnardo's,Total,Total,Total,Dutch,0
NGO and third sector,Barnardo's,Total,Total,Total,Egyptian,1
NGO and third sector,Barnardo's,Total,Total,Total,Egyptian Turkish,0
NGO and third sector,Barnardo's,Total,Total,Total,Eritrean,0
NGO and third sector,Barnardo's,Total,Total,Total,Ethiopian,0
NGO and third sector,Barnardo's,Total,Total,Total,Filipino,0
NGO and third sector,Barnardo's,Total,Total,Total,French,0
NGO and third sector,Barnardo's,Total,Total,Total,Gambian,1
NGO and third sector,Barnardo's,Total,Total,Total,Ghanaian,0
NGO and third sector,Barnardo's,Total,Total,Total,Grenadian,0
NGO and third sector,Barnardo's,Total,Total,Total,Honduran,0
NGO and third sector,Barnardo's,Total,Total,Total,Indian,0
NGO and third sector,Barnardo's,Total,Total,Total,Iranian,1
NGO and third sector,Barnardo's,Total,Total,Total,Iraqi,0
NGO and third sector,Barnardo's,Total,Total,Total,Italian,0
NGO and third sector,Barnardo's,Total,Total,Total,Italian Moroccan,0
NGO and third sector,Barnardo's,Total,Total,Total,Ivorian,0
NGO and third sector,Barnardo's,Total,Total,Total,Jamaican,0
NGO and third sector,Barnardo's,Total,Total,Total,Kenyan,0
NGO and third sector,Barnardo's,Total,Total,Total,Kosovan,0
NGO and third sector,Barnardo's,Total,Total,Total,Libyan,0
NGO and third sector,Barnardo's,Total,Total,Total,Malaysian,0
NGO and third sector,Barnardo's,Total,Total,Total,Nigerian,0
NGO and third sector,Barnardo's,Total,Total,Total,Pakistani,0
NGO and third sector,Barnardo's,Total,Total,Total,Pakistani UK,0
NGO and third sector,Barnardo's,Total,Total,Total,Portuguese,0
NGO and third sector,Barnardo's,Total,Total,Total,Romanian,1
NGO and third sector,Barnardo's,Total,Total,Total,Saudi Arabian,0
NGO and third sector,Barnardo's,Total,Total,Total,Sierra Leonean,0
NGO and third sector,Barnardo's,Total,Total,Total,Somali,0
NGO and third sector,Barnardo's,Total,Total,Total,South Sudanese,0
NGO and third sector,Barnardo's,Total,Total,Total,Sri Lankan,0
NGO and third sector,Barnardo's,Total,Total,Total,Sudanese,1
NGO and third sector,Barnardo's,Total,Total,Total,Syrian,0
NGO and third sector,Barnardo's,Total,Total,Total,Tanzanian,0
NGO and third sector,Barnardo's,Total,Total,Total,Thai,0
NGO and third sector,Barnardo's,Total,Total,Total,Togolese,0
NGO and third sector,Barnardo's,Total,Total,Total,Turkish,0
NGO and third sector,Barnardo's,Total,Total,Total,UK,2
NGO and third sector,Barnardo's,Total,Total,Total,Vietnamese,0
NGO and third sector,Barnardo's,Total,Total,Total,Yemeni,0
NGO and third sector,Barnardo's,Total,Total,Total,Total,9
NGO and third sector,Barnardo's,Criminal,Total,Total,Afghan,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Albanian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Algerian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Angolan,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Argentine,0
