First responder type,First responder,Exploitation type,Age at exploitation,Gender,Nationality,People
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Afghan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Albanian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Albanian Afghan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Albanian Botswanan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Albanian Equatorial Guinean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Albanian Greek,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Albanian Italian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Albanian Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Algerian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,American,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Angolan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Austrian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Bangladeshi,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Bangladeshi UK,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Botswanan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Brazilian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Bulgarian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Burkinan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Burmese Bangladeshi,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Cameroonian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Chadian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Chinese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Colombian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Congolese Congo ,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Congolese Congo Rwandan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Congolese Drc ,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Congolese Drc Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Costa Rican,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Czech,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,East Timorese Vincentian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Ecuadorean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Egyptian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Eritrean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Eritrean Ethiopian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Ethiopian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Ethiopian Egyptian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Ethiopian Somali,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Filipino,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,French,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Gambian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Georgian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Ghanaian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Ghanaian Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Guinean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Guinean UK,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Guyanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Honduran,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Indian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Indian Sri Lankan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Indian Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Iranian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Iranian Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Iraqi,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Italian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Ivorian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Jamaican,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Kazakh,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Kenyan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Kosovan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Kuwaiti,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Kyrgyz,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Lebanese Palestinian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Libyan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Lithuanian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Malawian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Malaysian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Malian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Mauritanian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Mauritian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Montenegrin,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Moroccan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Namibian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Namibian Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Nepalese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Nigerian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Nigerien,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Pakistani,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Palestinian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Polish,1
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Polish Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Portuguese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Qatari Somali,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Romanian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Saudi Arabian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Senegalese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Sierra Leonean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Slovak,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Somali,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,South African,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,South Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,South Sudanese Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Spanish,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Sri Lankan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,St Lucian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Sudanese South Sudanese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Syrian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Tanzanian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Thai,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Trinidadian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Tunisian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Turkish,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Ugandan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,UK,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Ukrainian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Uzbek,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Venezuelan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Vietnamese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Yemeni,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Zimbabwean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,Total,Total,Total,Total,1
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Afghan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Albanian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Albanian Afghan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Albanian Botswanan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Albanian Equatorial Guinean,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Albanian Greek,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Albanian Italian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Albanian Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Algerian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,American,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Angolan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Austrian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Bangladeshi,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Bangladeshi UK,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Botswanan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Brazilian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Bulgarian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Burkinan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Burmese Bangladeshi,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Cameroonian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Chadian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Chinese,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Colombian,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Congolese Congo ,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Congolese Congo Rwandan,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Congolese Drc ,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Congolese Drc Unknown,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Costa Rican,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,Czech,0
Government agency,Gangmasters and Labour Abuse Authority GLAA,"Labour, Domestic & Criminal",Total,Total,East Timorese Vincentian,0
