First responder type,First responder,Exploitation type,Age at exploitation,Gender,Nationality,People
Local Authority,Local Authority,Criminal,Total,Total,Afghan,0
Local Authority,Local Authority,Criminal,Total,Total,Albanian,2
Local Authority,Local Authority,Criminal,Total,Total,Albanian Cypriot,1
Local Authority,Local Authority,Criminal,Total,Total,Algerian,2
Local Authority,Local Authority,Criminal,Total,Total,Algerian French,1
Local Authority,Local Authority,Criminal,Total,Total,Algerian UK,1
Local Authority,Local Authority,Criminal,Total,Total,American,0
Local Authority,Local Authority,Criminal,Total,Total,American UK,1
Local Authority,Local Authority,Criminal,Total,Total,Australian Sudanese,0
Local Authority,Local Authority,Criminal,Total,Total,Bangladeshi,1
Local Authority,Local Authority,Criminal,Total,Total,Bangladeshi Italian,0
Local Authority,Local Authority,Criminal,Total,Total,Bangladeshi UK,3
Local Authority,Local Authority,Criminal,Total,Total,Belarusian Latvian,0
Local Authority,Local Authority,Criminal,Total,Total,Belgian,0
Local Authority,Local Authority,Criminal,Total,Total,Beninese,0
Local Authority,Local Authority,Criminal,Total,Total,Bermudian,0
Local Authority,Local Authority,Criminal,Total,Total,Botswanan UK,1
Local Authority,Local Authority,Criminal,Total,Total,Bulgarian,1
Local Authority,Local Authority,Criminal,Total,Total,Bulgarian Turkish,0
Local Authority,Local Authority,Criminal,Total,Total,Burundian,1
Local Authority,Local Authority,Criminal,Total,Total,Cape Verdean UK,1
Local Authority,Local Authority,Criminal,Total,Total,Central African UK,3
Local Authority,Local Authority,Criminal,Total,Total,Chadian,0
Local Authority,Local Authority,Criminal,Total,Total,Chinese,0
Local Authority,Local Authority,Criminal,Total,Total,Congolese (Congo),1
Local Authority,Local Authority,Criminal,Total,Total,Congolese (Congo) Unknown,1
Local Authority,Local Authority,Criminal,Total,Total,Congolese (Drc),1
Local Authority,Local Authority,Criminal,Total,Total,Cypriot,1
Local Authority,Local Authority,Criminal,Total,Total,Czech,1
Local Authority,Local Authority,Criminal,Total,Total,Czech UK,2
Local Authority,Local Authority,Criminal,Total,Total,Egyptian,0
Local Authority,Local Authority,Criminal,Total,Total,Egyptian UK,2
Local Authority,Local Authority,Criminal,Total,Total,Eritrean,0
Local Authority,Local Authority,Criminal,Total,Total,Ethiopian,0
Local Authority,Local Authority,Criminal,Total,Total,Fijian UK,0
Local Authority,Local Authority,Criminal,Total,Total,French Ivorian,0
Local Authority,Local Authority,Criminal,Total,Total,Gambian,1
Local Authority,Local Authority,Criminal,Total,Total,Gambian UK,1
Local Authority,Local Authority,Criminal,Total,Total,Ghanaian,0
Local Authority,Local Authority,Criminal,Total,Total,Ghanaian UK,2
Local Authority,Local Authority,Criminal,Total,Total,Guinean,1
Local Authority,Local Authority,Criminal,Total,Total,Hungarian,0
Local Authority,Local Authority,Criminal,Total,Total,Hungarian UK,0
Local Authority,Local Authority,Criminal,Total,Total,Indian,1
Local Authority,Local Authority,Criminal,Total,Total,Indian UK,1
Local Authority,Local Authority,Criminal,Total,Total,Iranian,2
Local Authority,Local Authority,Criminal,Total,Total,Iranian UK,0
Local Authority,Local Authority,Criminal,Total,Total,Iraqi,0
Local Authority,Local Authority,Criminal,Total,Total,Iraqi Iranian,0
Local Authority,Local Authority,Criminal,Total,Total,Iraqi Swedish,1
Local Authority,Local Authority,Criminal,Total,Total,Iraqi Syrian,0
Local Authority,Local Authority,Criminal,Total,Total,Iraqi UK,0
Local Authority,Local Authority,Criminal,Total,Total,Irish,1
Local Authority,Local Authority,Criminal,Total,Total,Irish UK,1
Local Authority,Local Authority,Criminal,Total,Total,Italian,0
Local Authority,Local Authority,Criminal,Total,Total,Italian UK,1
Local Authority,Local Authority,Criminal,Total,Total,Ivorian,0
Local Authority,Local Authority,Criminal,Total,Total,Ivorian UK,1
Local Authority,Local Authority,Criminal,Total,Total,Jamaican,2
Local Authority,Local Authority,Criminal,Total,Total,Jamaican Turkish,0
Local Authority,Local Authority,Criminal,Total,Total,Jamaican UK,5
Local Authority,Local Authority,Criminal,Total,Total,Kuwaiti,1
Local Authority,Local Authority,Criminal,Total,Total,Latvian,1
Local Authority,Local Authority,Criminal,Total,Total,Libyan,1
Local Authority,Local Authority,Criminal,Total,Total,Lithuanian,4
Local Authority,Local Authority,Criminal,Total,Total,Lithuanian UK,0
Local Authority,Local Authority,Criminal,Total,Total,Malawian UK,1
Local Authority,Local Authority,Criminal,Total,Total,Malaysian,0
Local Authority,Local Authority,Criminal,Total,Total,Moroccan,1
Local Authority,Local Authority,Criminal,Total,Total,Mozambican UK,1
Local Authority,Local Authority,Criminal,Total,Total,Nigerian,2
Local Authority,Local Authority,Criminal,Total,Total,Nigerian UK,3
Local Authority,Local Authority,Criminal,Total,Total,Norwegian,1
Local Authority,Local Authority,Criminal,Total,Total,Pakistani,0
Local Authority,Local Authority,Criminal,Total,Total,Pakistani UK,10
Local Authority,Local Authority,Criminal,Total,Total,Palestinian,1
Local Authority,Local Authority,Criminal,Total,Total,Polish,6
Local Authority,Local Authority,Criminal,Total,Total,Polish UK,1
Local Authority,Local Authority,Criminal,Total,Total,Portuguese,3
Local Authority,Local Authority,Criminal,Total,Total,Portuguese UK,3
Local Authority,Local Authority,Criminal,Total,Total,Romanian,9
Local Authority,Local Authority,Criminal,Total,Total,Romanian Spanish,1
Local Authority,Local Authority,Criminal,Total,Total,Romanian UK,2
Local Authority,Local Authority,Criminal,Total,Total,Romanian Unknown,0
Local Authority,Local Authority,Criminal,Total,Total,Salvadorean,0
Local Authority,Local Authority,Criminal,Total,Total,Saudi Arabian,0
Local Authority,Local Authority,Criminal,Total,Total,Sierra Leonean,1
Local Authority,Local Authority,Criminal,Total,Total,Slovak,4
