First responder type,First responder,Exploitation type,Age at exploitation,Gender,Nationality,People
NGO and third sector,Barnardo's,Total,Total,Total,Afghan,0
NGO and third sector,Barnardo's,Total,Total,Total,Albanian,0
NGO and third sector,Barnardo's,Total,Total,Total,Algerian,0
NGO and third sector,Barnardo's,Total,Total,Total,American,0
NGO and third sector,Barnardo's,Total,Total,Total,Bangladeshi,0
NGO and third sector,Barnardo's,Total,Total,Total,Brazilian,0
NGO and third sector,Barnardo's,Total,Total,Total,Brazilian Nigerian,0
NGO and third sector,Barnardo's,Total,Total,Total,Bulgarian,0
NGO and third sector,Barnardo's,Total,Total,Total,Central African,0
NGO and third sector,Barnardo's,Total,Total,Total,Chadian,0
NGO and third sector,Barnardo's,Total,Total,Total,Chilean,0
NGO and third sector,Barnardo's,Total,Total,Total,Chinese,0
NGO and third sector,Barnardo's,Total,Total,Total,Congolese (Congo) UK,0
NGO and third sector,Barnardo's,Total,Total,Total,Congolese (DRC),0
NGO and third sector,Barnardo's,Total,Total,Total,Egyptian,0
NGO and third sector,Barnardo's,Total,Total,Total,Eritrean,0
NGO and third sector,Barnardo's,Total,Total,Total,Ethiopian,0
NGO and third sector,Barnardo's,Total,Total,Total,Filipino,0
NGO and third sector,Barnardo's,Total,Total,Total,Georgian,0
NGO and third sector,Barnardo's,Total,Total,Total,Ghanaian,0
NGO and third sector,Barnardo's,Total,Total,Total,Grenadian,0
NGO and third sector,Barnardo's,Total,Total,Total,Honduran,0
NGO and third sector,Barnardo's,Total,Total,Total,Indian,0
NGO and third sector,Barnardo's,Total,Total,Total,Indonesian,0
NGO and third sector,Barnardo's,Total,Total,Total,Iranian,0
NGO and third sector,Barnardo's,Total,Total,Total,Iraqi,0
NGO and third sector,Barnardo's,Total,Total,Total,Iraqi UK,0
NGO and third sector,Barnardo's,Total,Total,Total,Jamaican,0
NGO and third sector,Barnardo's,Total,Total,Total,Jamaican UK,0
NGO and third sector,Barnardo's,Total,Total,Total,Kosovan,0
NGO and third sector,Barnardo's,Total,Total,Total,Latvian,0
