First responder type,First responder,Exploitation type,Age at exploitation,Gender,Nationality,People
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Afghan,8
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Afghan Indian,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Afghan Pakistani,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Albanian,639
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Albanian Greek,2
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Albanian Italian,1
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Algerian,4
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,American,1
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Angolan,1
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Bangladeshi,11
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Belgian,1
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Bolivian,1
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Botswanan,1
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Brazilian,6
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Bulgarian,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Burmese Saudi Arabian,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Cameroonian,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Canadian,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Central African,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Central African French,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Chadian,1
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Chadian Sudanese,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Chinese,3
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Chinese Kazakh,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Colombian,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Congolese (Congo),0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Congolese (DRC),0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Cuban,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Czech,1
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,East Timorese,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Egyptian,6
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Eritrean,20
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Eritrean Ethiopian,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Ethiopian,5
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Filipino,3
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Gambian,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Ghanaian,1
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Greek,1
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Grenadian,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Guinean,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Honduran,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Hungarian,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Indian,53
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Iranian,11
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Iranian Turkish,1
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Iraqi,4
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Ivorian,0
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Jamaican,7
Government agency,Home Office - Immigration Enforcement IE,Total,Total,Total,Kazakh,0
