First responder type,First responder,Exploitation type,Age at exploitation,Gender,Nationality,People
Local Authority,Local Authority,Criminal,Total,Total,Afghan,0
Local Authority,Local Authority,Criminal,Total,Total,Afghan UK,1
Local Authority,Local Authority,Criminal,Total,Total,Albanian,4
Local Authority,Local Authority,Criminal,Total,Total,Albanian Greek,0
Local Authority,Local Authority,Criminal,Total,Total,Algerian,1
Local Authority,Local Authority,Criminal,Total,Total,Algerian UK,1
Local Authority,Local Authority,Criminal,Total,Total,Angolan UK,2
Local Authority,Local Authority,Criminal,Total,Total,Bangladeshi,0
Local Authority,Local Authority,Criminal,Total,Total,Bangladeshi UK,2
Local Authority,Local Authority,Criminal,Total,Total,Bulgarian,1
Local Authority,Local Authority,Criminal,Total,Total,Burundian,0
Local Authority,Local Authority,Criminal,Total,Total,Cameroonian,0
Local Authority,Local Authority,Criminal,Total,Total,Cayman Islander,0
Local Authority,Local Authority,Criminal,Total,Total,Cayman Islander UK,1
Local Authority,Local Authority,Criminal,Total,Total,Central African,0
Local Authority,Local Authority,Criminal,Total,Total,Central African UK,1
Local Authority,Local Authority,Criminal,Total,Total,Chadian,0
Local Authority,Local Authority,Criminal,Total,Total,Chilean,1
Local Authority,Local Authority,Criminal,Total,Total,Chinese,0
Local Authority,Local Authority,Criminal,Total,Total,Chinese Hong Konger,1
Local Authority,Local Authority,Criminal,Total,Total,Congolese (Congo) UK,3
Local Authority,Local Authority,Criminal,Total,Total,Congolese (DRC),0
Local Authority,Local Authority,Criminal,Total,Total,Congolese (DRC) UK,0
Local Authority,Local Authority,Criminal,Total,Total,Croatian,0
Local Authority,Local Authority,Criminal,Total,Total,Czech,2
Local Authority,Local Authority,Criminal,Total,Total,Dutch,1
Local Authority,Local Authority,Criminal,Total,Total,Dutch UK,1
Local Authority,Local Authority,Criminal,Total,Total,Eritrean,1
Local Authority,Local Authority,Criminal,Total,Total,Ethiopian,0
Local Authority,Local Authority,Criminal,Total,Total,French UK,1
Local Authority,Local Authority,Criminal,Total,Total,German,1
Local Authority,Local Authority,Criminal,Total,Total,German UK,0
Local Authority,Local Authority,Criminal,Total,Total,Ghanaian,0
Local Authority,Local Authority,Criminal,Total,Total,Ghanaian UK,3
Local Authority,Local Authority,Criminal,Total,Total,Greek Italian,1
Local Authority,Local Authority,Criminal,Total,Total,Grenadian,0
Local Authority,Local Authority,Criminal,Total,Total,Haitian,0
Local Authority,Local Authority,Criminal,Total,Total,Hungarian,0
Local Authority,Local Authority,Criminal,Total,Total,Hungarian Romanian,0
Local Authority,Local Authority,Criminal,Total,Total,Indian,0
Local Authority,Local Authority,Criminal,Total,Total,Indian UK,1
Local Authority,Local Authority,Criminal,Total,Total,Iranian,1
Local Authority,Local Authority,Criminal,Total,Total,Iraqi,0
Local Authority,Local Authority,Criminal,Total,Total,Iraqi Syrian,0
Local Authority,Local Authority,Criminal,Total,Total,Irish,1
Local Authority,Local Authority,Criminal,Total,Total,Irish UK,0
Local Authority,Local Authority,Criminal,Total,Total,Italian,0
Local Authority,Local Authority,Criminal,Total,Total,Ivorian,0
Local Authority,Local Authority,Criminal,Total,Total,Jamaican,3
Local Authority,Local Authority,Criminal,Total,Total,Jamaican UK,8
Local Authority,Local Authority,Criminal,Total,Total,Kuwaiti,0
Local Authority,Local Authority,Criminal,Total,Total,Kuwaiti Swedish,0
Local Authority,Local Authority,Criminal,Total,Total,Latvian,0
Local Authority,Local Authority,Criminal,Total,Total,Liberian,0
Local Authority,Local Authority,Criminal,Total,Total,Libyan,0
Local Authority,Local Authority,Criminal,Total,Total,Lithuanian,4
Local Authority,Local Authority,Criminal,Total,Total,Lithuanian Swedish,0
Local Authority,Local Authority,Criminal,Total,Total,Lithuanian UK,1
Local Authority,Local Authority,Criminal,Total,Total,Mauritian,1
Local Authority,Local Authority,Criminal,Total,Total,Moroccan,1
Local Authority,Local Authority,Criminal,Total,Total,Moroccan UK,1
Local Authority,Local Authority,Criminal,Total,Total,Nigerian,2
Local Authority,Local Authority,Criminal,Total,Total,Nigerien UK,1
Local Authority,Local Authority,Criminal,Total,Total,Norwegian,1
Local Authority,Local Authority,Criminal,Total,Total,Pakistani,0
Local Authority,Local Authority,Criminal,Total,Total,Pakistani UK,7
Local Authority,Local Authority,Criminal,Total,Total,Polish,1
Local Authority,Local Authority,Criminal,Total,Total,Polish UK,2
Local Authority,Local Authority,Criminal,Total,Total,Portuguese,2
Local Authority,Local Authority,Criminal,Total,Total,Portuguese UK,3
Local Authority,Local Authority,Criminal,Total,Total,Portuguese Zimbabwean,0
Local Authority,Local Authority,Criminal,Total,Total,Romanian,5
Local Authority,Local Authority,Criminal,Total,Total,Romanian UK,1
Local Authority,Local Authority,Criminal,Total,Total,Sierra Leonean,0
Local Authority,Local Authority,Criminal,Total,Total,Slovak,2
Local Authority,Local Authority,Criminal,Total,Total,Somali,1
Local Authority,Local Authority,Criminal,Total,Total,Somali UK,1
Local Authority,Local Authority,Criminal,Total,Total,South African,0
Local Authority,Local Authority,Criminal,Total,Total,Spanish,1
Local Authority,Local Authority,Criminal,Total,Total,Spanish UK,0
Local Authority,Local Authority,Criminal,Total,Total,Sri Lankan,1
Local Authority,Local Authority,Criminal,Total,Total,Sudanese,2
Local Authority,Local Authority,Criminal,Total,Total,Swedish,0
Local Authority,Local Authority,Criminal,Total,Total,Turkish,0
Local Authority,Local Authority,Criminal,Total,Total,Turkish UK,2
Local Authority,Local Authority,Criminal,Total,Total,Ugandan UK,0
Local Authority,Local Authority,Criminal,Total,Total,UK,334
Local Authority,Local Authority,Criminal,Total,Total,Ukrainian,0
Local Authority,Local Authority,Criminal,Total,Total,Unknown,3
Local Authority,Local Authority,Criminal,Total,Total,Unknown UK,1
Local Authority,Local Authority,Criminal,Total,Total,Vietnamese,1
Local Authority,Local Authority,Criminal,Total,Total,Vincentian,0
Local Authority,Local Authority,Criminal,Total,Total,Total,426
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Afghan,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Afghan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Albanian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Albanian Greek,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Algerian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Algerian UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Angolan UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Bangladeshi,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Bangladeshi UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Bulgarian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Burundian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Cameroonian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Cayman Islander,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Cayman Islander UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Central African,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Central African UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Chadian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Chilean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Chinese,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Chinese Hong Konger,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Congolese (Congo) UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Congolese (DRC),0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Congolese (DRC) UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Croatian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Czech,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Dutch,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Dutch UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Eritrean,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ethiopian,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,French UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,German,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,German UK,0
Local Authority,Local Authority,Criminal,Adult (18 or over),Total,Ghanaian,0
