First responder type,First responder,Exploitation type,Age at exploitation,Gender,Nationality,People
NGO and third sector,Barnardo's,Total,Total,Total,Afghan,1
NGO and third sector,Barnardo's,Total,Total,Total,Albanian,1
NGO and third sector,Barnardo's,Total,Total,Total,Albanian Bulgarian,0
NGO and third sector,Barnardo's,Total,Total,Total,Angolan,0
NGO and third sector,Barnardo's,Total,Total,Total,Bangladeshi,0
NGO and third sector,Barnardo's,Total,Total,Total,Bangladeshi UK,0
NGO and third sector,Barnardo's,Total,Total,Total,Belarusian,0
NGO and third sector,Barnardo's,Total,Total,Total,Beninese,0
NGO and third sector,Barnardo's,Total,Total,Total,Brazilian,0
NGO and third sector,Barnardo's,Total,Total,Total,Cameroonian,0
NGO and third sector,Barnardo's,Total,Total,Total,Chadian,0
NGO and third sector,Barnardo's,Total,Total,Total,Chinese,0
NGO and third sector,Barnardo's,Total,Total,Total,Citizen of Bosnia and Herzegovina,1
NGO and third sector,Barnardo's,Total,Total,Total,Czech,0
NGO and third sector,Barnardo's,Total,Total,Total,Egyptian,0
NGO and third sector,Barnardo's,Total,Total,Total,Eritrean,1
NGO and third sector,Barnardo's,Total,Total,Total,Ethiopian,0
NGO and third sector,Barnardo's,Total,Total,Total,Filipino,0
NGO and third sector,Barnardo's,Total,Total,Total,French,0
NGO and third sector,Barnardo's,Total,Total,Total,Ghanaian,0
NGO and third sector,Barnardo's,Total,Total,Total,Indian,0
NGO and third sector,Barnardo's,Total,Total,Total,Iranian,0
NGO and third sector,Barnardo's,Total,Total,Total,Iranian Unknown,0
NGO and third sector,Barnardo's,Total,Total,Total,Iraqi,0
NGO and third sector,Barnardo's,Total,Total,Total,Kenyan,0
NGO and third sector,Barnardo's,Total,Total,Total,Kuwaiti,0
NGO and third sector,Barnardo's,Total,Total,Total,Mauritian,0
NGO and third sector,Barnardo's,Total,Total,Total,Mexican,0
NGO and third sector,Barnardo's,Total,Total,Total,Nepalese,0
NGO and third sector,Barnardo's,Total,Total,Total,Nigerian,0
NGO and third sector,Barnardo's,Total,Total,Total,Pakistani,0
NGO and third sector,Barnardo's,Total,Total,Total,Pakistani UK,0
NGO and third sector,Barnardo's,Total,Total,Total,Polish,0
NGO and third sector,Barnardo's,Total,Total,Total,Portuguese,0
NGO and third sector,Barnardo's,Total,Total,Total,Romanian,0
NGO and third sector,Barnardo's,Total,Total,Total,Rwandan,0
NGO and third sector,Barnardo's,Total,Total,Total,Salvadorean,0
NGO and third sector,Barnardo's,Total,Total,Total,Sierra Leonean,0
NGO and third sector,Barnardo's,Total,Total,Total,Sierra Leonean UK,0
NGO and third sector,Barnardo's,Total,Total,Total,Somali,2
NGO and third sector,Barnardo's,Total,Total,Total,Somali UK,0
NGO and third sector,Barnardo's,Total,Total,Total,South Sudanese,0
NGO and third sector,Barnardo's,Total,Total,Total,Sri Lankan,0
NGO and third sector,Barnardo's,Total,Total,Total,Sudanese,0
NGO and third sector,Barnardo's,Total,Total,Total,Syrian,1
NGO and third sector,Barnardo's,Total,Total,Total,Tanzanian,0
NGO and third sector,Barnardo's,Total,Total,Total,Thai UK,1
NGO and third sector,Barnardo's,Total,Total,Total,Trinidadian,0
NGO and third sector,Barnardo's,Total,Total,Total,Tunisian,0
NGO and third sector,Barnardo's,Total,Total,Total,Turkish,0
NGO and third sector,Barnardo's,Total,Total,Total,Ugandan,0
NGO and third sector,Barnardo's,Total,Total,Total,UK,2
NGO and third sector,Barnardo's,Total,Total,Total,Vietnamese,0
NGO and third sector,Barnardo's,Total,Total,Total,Total,10
NGO and third sector,Barnardo's,Criminal,Total,Total,Afghan,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Albanian,1
NGO and third sector,Barnardo's,Criminal,Total,Total,Albanian Bulgarian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Angolan,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Bangladeshi,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Bangladeshi UK,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Belarusian,0
NGO and third sector,Barnardo's,Criminal,Total,Total,Beninese,0
